log_id,date,machine_id,product,shift,planned_time_min,downtime_min,operating_time_min,ideal_cycle_time,total_parts,good_parts,defective_parts,availability,performance,quality,oee
1873,2023-03-31,CNC-02,Part-A,Morning,480,22,458,1.61,273,255,18,0.9542,0.9597,0.9341,0.8554
1874,2023-03-31,CNC-02,Part-C,Afternoon,480,54,426,2.24,150,148,2,0.8875,0.7887,0.9867,0.6907
1875,2023-03-31,CNC-02,Part-A,Night,480,116,364,2.52,138,134,4,0.7583,0.9554,0.971,0.7035
1876,2023-03-31,LATHE-01,Part-D,Morning,480,37,443,1.95,187,168,19,0.9229,0.8231,0.8984,0.6825
1877,2023-03-31,LATHE-01,Part-A,Afternoon,480,27,453,2.88,154,151,3,0.9437,0.9791,0.9805,0.906
1878,2023-03-31,LATHE-01,Part-C,Night,480,119,361,2.19,149,139,10,0.7521,0.9039,0.9329,0.6342
1879,2023-03-31,LATHE-02,Part-A,Morning,480,0,480,2.42,165,151,14,1.0,0.8319,0.9152,0.7614
1880,2023-03-31,LATHE-02,Part-A,Afternoon,480,44,436,2.84,122,112,10,0.9083,0.7947,0.918,0.6626
1881,2023-03-31,LATHE-02,Part-B,Night,480,55,425,2.24,146,136,10,0.8854,0.7695,0.9315,0.6346
1882,2023-03-31,PRESS-01,Part-C,Morning,480,52,428,1.69,220,197,23,0.8917,0.8687,0.8955,0.6937
1883,2023-03-31,PRESS-01,Part-B,Afternoon,480,28,452,2.21,172,158,14,0.9417,0.841,0.9186,0.7275
1884,2023-03-31,PRESS-01,Part-D,Night,480,68,412,2.72,117,108,9,0.8583,0.7724,0.9231,0.612
1885,2023-03-31,WELD-01,Part-B,Morning,480,20,460,1.71,251,221,30,0.9583,0.9331,0.8805,0.7873
1886,2023-03-31,WELD-01,Part-C,Afternoon,480,14,466,1.78,198,182,16,0.9708,0.7563,0.9192,0.6749
1887,2023-03-31,WELD-01,Part-C,Night,480,115,365,1.55,215,211,4,0.7604,0.913,0.9814,0.6813
1888,2023-03-31,WELD-02,Part-B,Morning,480,15,465,2.13,193,186,7,0.9688,0.8841,0.9637,0.8254
1889,2023-03-31,WELD-02,Part-D,Afternoon,480,41,439,2.63,157,145,12,0.9146,0.9406,0.9236,0.7945
1890,2023-03-31,WELD-02,Part-B,Night,480,16,464,1.66,217,191,26,0.9667,0.7763,0.8802,0.6605
1891,2023-04-01,CNC-01,Part-C,Morning,480,44,436,2.25,182,164,18,0.9083,0.9392,0.9011,0.7687
1892,2023-04-01,CNC-01,Part-C,Afternoon,480,54,426,2.96,134,124,10,0.8875,0.9311,0.9254,0.7647
1893,2023-04-01,CNC-01,Part-B,Night,480,36,444,2.23,187,169,18,0.925,0.9392,0.9037,0.7851
1894,2023-04-01,CNC-02,Part-C,Morning,480,93,387,2.27,138,133,5,0.8063,0.8095,0.9638,0.6291
1895,2023-04-01,CNC-02,Part-A,Afternoon,480,89,391,1.87,199,179,20,0.8146,0.9517,0.8995,0.6973
1896,2023-04-01,CNC-02,Part-B,Night,480,89,391,2.6,135,121,14,0.8146,0.8977,0.8963,0.6554
1897,2023-04-01,LATHE-01,Part-B,Morning,480,29,451,1.68,228,207,21,0.9396,0.8493,0.9079,0.7245
1898,2023-04-01,LATHE-01,Part-A,Afternoon,480,118,362,1.72,158,142,16,0.7542,0.7507,0.8987,0.5088
1899,2023-04-01,LATHE-01,Part-B,Night,480,48,432,2.11,169,160,9,0.9,0.8254,0.9467,0.7033
1900,2023-04-01,LATHE-02,Part-A,Morning,480,28,452,2.0,196,183,13,0.9417,0.8673,0.9337,0.7626
1901,2023-04-01,LATHE-02,Part-D,Afternoon,480,38,442,1.67,222,218,4,0.9208,0.8388,0.982,0.7585
1902,2023-04-01,LATHE-02,Part-A,Night,480,31,449,1.98,172,152,20,0.9354,0.7585,0.8837,0.627
1903,2023-04-01,PRESS-01,Part-A,Morning,480,84,396,2.62,121,112,9,0.825,0.8006,0.9256,0.6114
1904,2023-04-01,PRESS-01,Part-C,Afternoon,480,55,425,1.78,235,216,19,0.8854,0.9842,0.9191,0.8009
1905,2023-04-01,PRESS-01,Part-B,Night,480,14,466,1.65,212,199,13,0.9708,0.7506,0.9387,0.684
1906,2023-04-01,WELD-01,Part-C,Morning,480,42,438,2.04,204,196,8,0.9125,0.9501,0.9608,0.833
1907,2023-04-01,WELD-01,Part-A,Afternoon,480,30,450,2.48,145,133,12,0.9375,0.7991,0.9172,0.6871
1908,2023-04-01,WELD-01,Part-B,Night,480,16,464,2.44,171,151,20,0.9667,0.8992,0.883,0.7676
1909,2023-04-01,WELD-02,Part-C,Morning,480,24,456,2.56,174,154,20,0.95,0.9768,0.8851,0.8213
1910,2023-04-01,WELD-02,Part-B,Afternoon,480,38,442,2.59,170,153,17,0.9208,0.9962,0.9,0.8256
1911,2023-04-01,WELD-02,Part-C,Night,480,5,475,1.69,240,229,11,0.9896,0.8539,0.9542,0.8063
1912,2023-04-02,CNC-01,Part-D,Morning,480,114,366,2.05,162,144,18,0.7625,0.9074,0.8889,0.615
1913,2023-04-02,CNC-01,Part-A,Afternoon,480,8,472,2.22,187,184,3,0.9833,0.8795,0.984,0.851
1914,2023-04-02,CNC-01,Part-A,Night,480,21,459,2.4,176,157,19,0.9563,0.9203,0.892,0.785
1915,2023-04-02,CNC-02,Part-D,Morning,480,72,408,1.59,254,228,26,0.85,0.9899,0.8976,0.7553
1916,2023-04-02,CNC-02,Part-B,Afternoon,480,63,417,2.53,159,156,3,0.8688,0.9647,0.9811,0.8223
1917,2023-04-02,CNC-02,Part-D,Night,480,56,424,2.63,136,131,5,0.8833,0.8436,0.9632,0.7177
1918,2023-04-02,LATHE-01,Part-B,Morning,480,77,403,1.91,167,149,18,0.8396,0.7915,0.8922,0.5929
1919,2023-04-02,LATHE-01,Part-D,Afternoon,480,75,405,2.55,154,148,6,0.8438,0.9696,0.961,0.7862
1920,2023-04-02,LATHE-01,Part-B,Night,480,64,416,2.56,143,130,13,0.8667,0.88,0.9091,0.6934
1921,2023-04-02,LATHE-02,Part-A,Morning,480,37,443,2.56,153,137,16,0.9229,0.8842,0.8954,0.7307
1922,2023-04-02,LATHE-02,Part-C,Afternoon,480,68,412,1.86,168,150,18,0.8583,0.7584,0.8929,0.5812
1923,2023-04-02,LATHE-02,Part-B,Night,480,118,362,1.7,206,182,24,0.7542,0.9674,0.8835,0.6446
1924,2023-04-02,PRESS-01,Part-C,Morning,480,105,375,1.81,161,153,8,0.7812,0.7771,0.9503,0.5769
1925,2023-04-02,PRESS-01,Part-B,Afternoon,480,41,439,1.62,251,236,15,0.9146,0.9262,0.9402,0.7964
1926,2023-04-02,PRESS-01,Part-A,Night,480,52,428,2.85,123,121,2,0.8917,0.819,0.9837,0.7184
1927,2023-04-02,WELD-01,Part-C,Morning,480,105,375,2.03,172,156,16,0.7812,0.9311,0.907,0.6597
1928,2023-04-02,WELD-01,Part-A,Afternoon,480,2,478,2.31,205,197,8,0.9958,0.9907,0.961,0.9481
1929,2023-04-02,WELD-01,Part-B,Night,480,92,388,2.62,125,118,7,0.8083,0.8441,0.944,0.6441
1930,2023-04-02,WELD-02,Part-D,Morning,480,104,376,2.16,144,129,15,0.7833,0.8272,0.8958,0.5804
1931,2023-04-02,WELD-02,Part-B,Afternoon,480,19,461,2.17,198,183,15,0.9604,0.932,0.9242,0.8272
1932,2023-04-02,WELD-02,Part-B,Night,480,115,365,2.22,143,133,10,0.7604,0.8698,0.9301,0.6152
1933,2023-04-03,CNC-01,Part-C,Morning,480,24,456,2.35,191,171,20,0.95,0.9843,0.8953,0.8372
1934,2023-04-03,CNC-01,Part-B,Afternoon,480,2,478,1.97,235,227,8,0.9958,0.9685,0.966,0.9316
1935,2023-04-03,CNC-01,Part-D,Night,480,8,472,1.72,235,218,17,0.9833,0.8564,0.9277,0.7812
1936,2023-04-03,CNC-02,Part-A,Morning,480,12,468,2.59,141,135,6,0.975,0.7803,0.9574,0.7284
1937,2023-04-03,CNC-02,Part-A,Afternoon,480,77,403,1.65,206,183,23,0.8396,0.8434,0.8883,0.629
1938,2023-04-03,CNC-02,Part-A,Night,480,97,383,2.75,136,121,15,0.7979,0.9765,0.8897,0.6932
1939,2023-04-03,LATHE-01,Part-A,Morning,480,34,446,1.71,236,208,28,0.9292,0.9048,0.8814,0.741
1940,2023-04-03,LATHE-01,Part-A,Afternoon,480,101,379,1.66,213,195,18,0.7896,0.9329,0.9155,0.6744
1941,2023-04-03,LATHE-01,Part-B,Night,480,25,455,1.71,250,244,6,0.9479,0.9396,0.976,0.8693
1942,2023-04-03,LATHE-02,Part-C,Morning,480,39,441,2.0,173,153,20,0.9187,0.7846,0.8844,0.6375
1943,2023-04-03,LATHE-02,Part-C,Afternoon,480,80,400,2.32,130,115,15,0.8333,0.754,0.8846,0.5558
1944,2023-04-03,LATHE-02,Part-B,Night,480,13,467,2.27,197,176,21,0.9729,0.9576,0.8934,0.8323
1945,2023-04-03,PRESS-01,Part-C,Morning,480,3,477,1.84,219,201,18,0.9938,0.8448,0.9178,0.7706
1946,2023-04-03,PRESS-01,Part-A,Afternoon,480,28,452,2.88,144,137,7,0.9417,0.9175,0.9514,0.822
1947,2023-04-03,PRESS-01,Part-C,Night,480,62,418,1.75,185,164,21,0.8708,0.7745,0.8865,0.5979
1948,2023-04-03,WELD-01,Part-A,Morning,480,45,435,1.61,225,206,19,0.9062,0.8328,0.9156,0.691
1949,2023-04-03,WELD-01,Part-C,Afternoon,480,114,366,1.57,183,169,14,0.7625,0.785,0.9235,0.5528
1950,2023-04-03,WELD-01,Part-C,Night,480,76,404,1.77,195,190,5,0.8417,0.8543,0.9744,0.7007
1951,2023-04-03,WELD-02,Part-D,Morning,480,79,401,2.73,122,108,14,0.8354,0.8306,0.8852,0.6142
1952,2023-04-03,WELD-02,Part-A,Afternoon,480,84,396,2.05,157,153,4,0.825,0.8128,0.9745,0.6535
1953,2023-04-03,WELD-02,Part-B,Night,480,100,380,1.5,249,223,26,0.7917,0.9829,0.8956,0.6969
1954,2023-04-04,CNC-01,Part-D,Morning,480,40,440,1.72,220,212,8,0.9167,0.86,0.9636,0.7597
1955,2023-04-04,CNC-01,Part-C,Afternoon,480,104,376,1.6,210,206,4,0.7833,0.8936,0.981,0.6867
1956,2023-04-04,CNC-01,Part-D,Night,480,18,462,1.64,281,252,29,0.9625,0.9975,0.8968,0.861
1957,2023-04-04,CNC-02,Part-D,Morning,480,45,435,1.98,188,179,9,0.9062,0.8557,0.9521,0.7383
1958,2023-04-04,CNC-02,Part-B,Afternoon,480,77,403,2.69,124,120,4,0.8396,0.8277,0.9677,0.6725
1959,2023-04-04,CNC-02,Part-B,Night,480,49,431,2.13,176,165,11,0.8979,0.8698,0.9375,0.7322
1960,2023-04-04,LATHE-01,Part-B,Morning,480,49,431,1.63,245,229,16,0.8979,0.9266,0.9347,0.7777
1961,2023-04-04,LATHE-01,Part-A,Afternoon,480,89,391,1.63,201,181,20,0.8146,0.8379,0.9005,0.6146
1962,2023-04-04,LATHE-01,Part-A,Night,480,46,434,2.34,183,179,4,0.9042,0.9867,0.9781,0.8726
1963,2023-04-04,LATHE-02,Part-B,Morning,480,116,364,2.02,173,168,5,0.7583,0.9601,0.9711,0.707
1964,2023-04-04,LATHE-02,Part-D,Afternoon,480,37,443,2.19,193,181,12,0.9229,0.9541,0.9378,0.8258
1965,2023-04-04,LATHE-02,Part-A,Night,480,31,449,1.82,198,190,8,0.9354,0.8026,0.9596,0.7204
1966,2023-04-04,PRESS-01,Part-D,Morning,480,89,391,2.56,128,113,15,0.8146,0.8381,0.8828,0.6027
1967,2023-04-04,PRESS-01,Part-D,Afternoon,480,47,433,1.58,212,200,12,0.9021,0.7736,0.9434,0.6584
1968,2023-04-04,PRESS-01,Part-B,Night,480,107,373,2.39,123,110,13,0.7771,0.7881,0.8943,0.5477
1969,2023-04-04,WELD-01,Part-D,Morning,480,10,470,1.87,189,183,6,0.9792,0.752,0.9683,0.713
1970,2023-04-04,WELD-01,Part-C,Afternoon,480,19,461,2.65,150,134,16,0.9604,0.8623,0.8933,0.7398
1971,2023-04-04,WELD-01,Part-A,Night,480,60,420,2.12,165,159,6,0.875,0.8329,0.9636,0.7023
1972,2023-04-04,WELD-02,Part-B,Morning,480,36,444,1.67,203,192,11,0.925,0.7635,0.9458,0.668
1973,2023-04-04,WELD-02,Part-D,Afternoon,480,64,416,1.74,203,188,15,0.8667,0.8491,0.9261,0.6815
1974,2023-04-04,WELD-02,Part-C,Night,480,70,410,2.57,129,121,8,0.8542,0.8086,0.938,0.6479
1975,2023-04-05,CNC-01,Part-A,Morning,480,90,390,1.84,208,189,19,0.8125,0.9813,0.9087,0.7245
1976,2023-04-05,CNC-01,Part-D,Afternoon,480,66,414,2.07,197,189,8,0.8625,0.985,0.9594,0.8151
1977,2023-04-05,CNC-01,Part-A,Night,480,79,401,1.58,215,208,7,0.8354,0.8471,0.9674,0.6846
1978,2023-04-05,CNC-02,Part-D,Morning,480,104,376,2.54,128,121,7,0.7833,0.8647,0.9453,0.6403
1979,2023-04-05,CNC-02,Part-D,Afternoon,480,105,375,2.07,138,127,11,0.7812,0.7618,0.9203,0.5477
1980,2023-04-05,CNC-02,Part-C,Night,480,24,456,1.9,186,171,15,0.95,0.775,0.9194,0.6769
1981,2023-04-05,LATHE-01,Part-B,Morning,480,3,477,1.86,202,180,22,0.9938,0.7877,0.8911,0.6976
1982,2023-04-05,LATHE-01,Part-B,Afternoon,480,76,404,1.52,259,233,26,0.8417,0.9745,0.8996,0.7379
1983,2023-04-05,LATHE-01,Part-A,Night,480,81,399,2.89,111,98,13,0.8313,0.804,0.8829,0.5901
1984,2023-04-05,LATHE-02,Part-A,Morning,480,72,408,2.98,119,105,14,0.85,0.8692,0.8824,0.6519
1985,2023-04-05,LATHE-02,Part-D,Afternoon,480,120,360,1.96,182,175,7,0.75,0.9909,0.9615,0.7146
1986,2023-04-05,LATHE-02,Part-B,Night,480,64,416,1.79,217,208,9,0.8667,0.9337,0.9585,0.7757
1987,2023-04-05,PRESS-01,Part-A,Morning,480,89,391,2.51,129,126,3,0.8146,0.8281,0.9767,0.6589
1988,2023-04-05,PRESS-01,Part-D,Afternoon,480,64,416,2.71,120,113,7,0.8667,0.7817,0.9417,0.638
1989,2023-04-05,PRESS-01,Part-B,Night,480,61,419,2.38,169,154,15,0.8729,0.96,0.9112,0.7636
1990,2023-04-05,WELD-01,Part-B,Morning,480,87,393,2.19,174,154,20,0.8187,0.9696,0.8851,0.7026
1991,2023-04-05,WELD-01,Part-B,Afternoon,480,113,367,1.82,185,165,20,0.7646,0.9174,0.8919,0.6256
1992,2023-04-05,WELD-01,Part-C,Night,480,64,416,2.27,170,161,9,0.8667,0.9276,0.9471,0.7614
1993,2023-04-05,WELD-02,Part-D,Morning,480,57,423,2.68,131,120,11,0.8812,0.83,0.916,0.67
1994,2023-04-05,WELD-02,Part-B,Afternoon,480,5,475,2.84,157,144,13,0.9896,0.9387,0.9172,0.852
1995,2023-04-05,WELD-02,Part-D,Night,480,78,402,2.41,165,155,10,0.8375,0.9892,0.9394,0.7783
1996,2023-04-06,CNC-01,Part-A,Morning,480,12,468,2.71,135,131,4,0.975,0.7817,0.9704,0.7396
1997,2023-04-06,CNC-01,Part-B,Afternoon,480,63,417,1.64,210,206,4,0.8688,0.8259,0.981,0.7039
1998,2023-04-06,CNC-01,Part-B,Night,480,8,472,1.92,206,183,23,0.9833,0.838,0.8883,0.732
1999,2023-04-06,CNC-02,Part-C,Morning,480,90,390,2.66,119,110,9,0.8125,0.8116,0.9244,0.6096
2000,2023-04-06,CNC-02,Part-A,Afternoon,480,97,383,2.81,124,111,13,0.7979,0.9098,0.8952,0.6499
2001,2023-04-06,CNC-02,Part-D,Night,480,72,408,2.23,153,139,14,0.85,0.8363,0.9085,0.6458
2002,2023-04-06,LATHE-01,Part-C,Morning,480,109,371,2.43,140,129,11,0.7729,0.917,0.9214,0.653
2003,2023-04-06,LATHE-01,Part-A,Afternoon,480,47,433,1.63,226,210,16,0.9021,0.8508,0.9292,0.7132
2004,2023-04-06,LATHE-01,Part-A,Night,480,79,401,2.97,103,99,4,0.8354,0.7629,0.9612,0.6126
2005,2023-04-06,LATHE-02,Part-D,Morning,480,19,461,2.78,136,122,14,0.9604,0.8201,0.8971,0.7066
2006,2023-04-06,LATHE-02,Part-A,Afternoon,480,109,371,1.61,195,181,14,0.7729,0.8462,0.9282,0.6071
2007,2023-04-06,LATHE-02,Part-D,Night,480,44,436,2.2,180,176,4,0.9083,0.9083,0.9778,0.8067
2008,2023-04-06,PRESS-01,Part-D,Morning,480,13,467,1.63,267,261,6,0.9729,0.9319,0.9775,0.8862
2009,2023-04-06,PRESS-01,Part-C,Afternoon,480,98,382,2.15,151,133,18,0.7958,0.8499,0.8808,0.5957
2010,2023-04-06,PRESS-01,Part-C,Night,480,77,403,2.23,167,155,12,0.8396,0.9241,0.9281,0.7201
2011,2023-04-06,WELD-01,Part-B,Morning,480,58,422,1.56,213,198,15,0.8792,0.7874,0.9296,0.6435
2012,2023-04-06,WELD-01,Part-A,Afternoon,480,40,440,2.35,186,179,7,0.9167,0.9934,0.9624,0.8764
2013,2023-04-06,WELD-01,Part-B,Night,480,119,361,2.71,126,124,2,0.7521,0.9459,0.9841,0.7001
2014,2023-04-06,WELD-02,Part-D,Morning,480,6,474,1.82,196,188,8,0.9875,0.7526,0.9592,0.7129
2015,2023-04-06,WELD-02,Part-C,Afternoon,480,34,446,1.88,188,168,20,0.9292,0.7925,0.8936,0.658
2016,2023-04-06,WELD-02,Part-D,Night,480,51,429,1.62,256,237,19,0.8938,0.9667,0.9258,0.7999
2017,2023-04-07,CNC-01,Part-A,Morning,480,67,413,1.82,220,198,22,0.8604,0.9695,0.9,0.7507
2018,2023-04-07,CNC-01,Part-C,Afternoon,480,11,469,2.84,141,139,2,0.9771,0.8538,0.9858,0.8224
2019,2023-04-07,CNC-01,Part-B,Night,480,21,459,1.8,251,234,17,0.9563,0.9843,0.9323,0.8776
2020,2023-04-07,CNC-02,Part-A,Morning,480,89,391,2.16,177,166,11,0.8146,0.9778,0.9379,0.7471
2021,2023-04-07,CNC-02,Part-B,Afternoon,480,71,409,2.67,137,121,16,0.8521,0.8944,0.8832,0.6731
2022,2023-04-07,CNC-02,Part-C,Night,480,41,439,2.5,167,160,7,0.9146,0.951,0.9581,0.8333
2023,2023-04-07,LATHE-01,Part-C,Morning,480,1,479,1.73,239,214,25,0.9979,0.8632,0.8954,0.7713
2024,2023-04-07,LATHE-01,Part-A,Afternoon,480,14,466,2.69,159,144,15,0.9708,0.9178,0.9057,0.807
2025,2023-04-07,LATHE-01,Part-A,Night,480,57,423,2.91,140,132,8,0.8812,0.9631,0.9429,0.8002
2026,2023-04-07,LATHE-02,Part-B,Morning,480,4,476,1.83,258,238,20,0.9917,0.9919,0.9225,0.9074
2027,2023-04-07,LATHE-02,Part-A,Afternoon,480,76,404,2.07,163,160,3,0.8417,0.8352,0.9816,0.6901
2028,2023-04-07,LATHE-02,Part-A,Night,480,47,433,2.72,120,117,3,0.9021,0.7538,0.975,0.663
2029,2023-04-07,PRESS-01,Part-C,Morning,480,89,391,2.25,173,160,13,0.8146,0.9955,0.9249,0.75
2030,2023-04-07,PRESS-01,Part-C,Afternoon,480,45,435,2.74,135,133,2,0.9062,0.8503,0.9852,0.7591
2031,2023-04-07,PRESS-01,Part-B,Night,480,14,466,2.89,139,128,11,0.9708,0.862,0.9209,0.7706
2032,2023-04-07,WELD-01,Part-D,Morning,480,69,411,2.15,156,148,8,0.8562,0.8161,0.9487,0.6629
2033,2023-04-07,WELD-01,Part-A,Afternoon,480,81,399,1.92,188,184,4,0.8313,0.9047,0.9787,0.7361
2034,2023-04-07,WELD-01,Part-D,Night,480,11,469,2.71,134,127,7,0.9771,0.7743,0.9478,0.7171
2035,2023-04-07,WELD-02,Part-A,Morning,480,13,467,2.24,195,191,4,0.9729,0.9353,0.9795,0.8913
2036,2023-04-07,WELD-02,Part-C,Afternoon,480,81,399,2.17,164,144,20,0.8313,0.8919,0.878,0.651
2037,2023-04-07,WELD-02,Part-D,Night,480,109,371,2.13,140,130,10,0.7729,0.8038,0.9286,0.5769
2038,2023-04-08,CNC-01,Part-D,Morning,480,14,466,1.79,225,201,24,0.9708,0.8643,0.8933,0.7495
2039,2023-04-08,CNC-01,Part-D,Afternoon,480,52,428,2.86,136,131,5,0.8917,0.9088,0.9632,0.7806
2040,2023-04-08,CNC-01,Part-C,Night,480,0,480,2.91,155,145,10,1.0,0.9397,0.9355,0.8791
2041,2023-04-08,CNC-02,Part-D,Morning,480,112,368,2.49,122,119,3,0.7667,0.8255,0.9754,0.6173
2042,2023-04-08,CNC-02,Part-A,Afternoon,480,86,394,1.86,206,190,16,0.8208,0.9725,0.9223,0.7362
2043,2023-04-08,CNC-02,Part-C,Night,480,3,477,1.73,232,225,7,0.9938,0.8414,0.9698,0.8109
2044,2023-04-08,LATHE-01,Part-D,Morning,480,42,438,1.76,222,205,17,0.9125,0.8921,0.9234,0.7517
2045,2023-04-08,LATHE-01,Part-D,Afternoon,480,24,456,2.42,159,140,19,0.95,0.8438,0.8805,0.7058
2046,2023-04-08,LATHE-01,Part-D,Night,480,16,464,2.91,135,129,6,0.9667,0.8467,0.9556,0.7822
2047,2023-04-08,LATHE-02,Part-B,Morning,480,115,365,1.98,145,131,14,0.7604,0.7866,0.9034,0.5404
2048,2023-04-08,LATHE-02,Part-C,Afternoon,480,64,416,1.68,221,204,17,0.8667,0.8925,0.9231,0.714
2049,2023-04-08,LATHE-02,Part-A,Night,480,107,373,2.33,158,142,16,0.7771,0.987,0.8987,0.6893
2050,2023-04-08,PRESS-01,Part-A,Morning,480,3,477,2.16,200,189,11,0.9938,0.9057,0.945,0.8506
2051,2023-04-08,PRESS-01,Part-D,Afternoon,480,79,401,2.56,153,135,18,0.8354,0.9768,0.8824,0.7201
2052,2023-04-08,PRESS-01,Part-C,Night,480,3,477,2.61,143,132,11,0.9938,0.7825,0.9231,0.7178
2053,2023-04-08,WELD-01,Part-B,Morning,480,23,457,1.86,239,218,21,0.9521,0.9727,0.9121,0.8447
2054,2023-04-08,WELD-01,Part-A,Afternoon,480,92,388,2.67,137,132,5,0.8083,0.9428,0.9635,0.7342
2055,2023-04-08,WELD-01,Part-A,Night,480,35,445,1.62,215,189,26,0.9271,0.7827,0.8791,0.6379
2056,2023-04-08,WELD-02,Part-C,Morning,480,14,466,2.19,191,170,21,0.9708,0.8976,0.8901,0.7756
2057,2023-04-08,WELD-02,Part-C,Afternoon,480,33,447,2.84,121,113,8,0.9313,0.7688,0.9339,0.6687
2058,2023-04-08,WELD-02,Part-A,Night,480,116,364,2.76,111,103,8,0.7583,0.8416,0.9279,0.5922
2059,2023-04-09,CNC-01,Part-D,Morning,480,52,428,1.61,263,233,30,0.8917,0.9893,0.8859,0.7815
2060,2023-04-09,CNC-01,Part-B,Afternoon,480,48,432,2.83,138,128,10,0.9,0.904,0.9275,0.7546
2061,2023-04-09,CNC-01,Part-A,Night,480,23,457,1.95,228,217,11,0.9521,0.9729,0.9518,0.8817
2062,2023-04-09,CNC-02,Part-A,Morning,480,15,465,2.96,156,145,11,0.9688,0.993,0.9295,0.8942
2063,2023-04-09,CNC-02,Part-A,Afternoon,480,20,460,2.28,164,146,18,0.9583,0.8129,0.8902,0.6935
2064,2023-04-09,CNC-02,Part-C,Night,480,68,412,1.53,236,211,25,0.8583,0.8764,0.8941,0.6726
2065,2023-04-09,LATHE-01,Part-A,Morning,480,14,466,2.85,123,110,13,0.9708,0.7523,0.8943,0.6531
2066,2023-04-09,LATHE-01,Part-B,Afternoon,480,93,387,2.54,119,108,11,0.8063,0.781,0.9076,0.5715
2067,2023-04-09,LATHE-01,Part-D,Night,480,11,469,2.02,206,187,19,0.9771,0.8872,0.9078,0.787
2068,2023-04-09,LATHE-02,Part-B,Morning,480,55,425,2.27,159,143,16,0.8854,0.8492,0.8994,0.6762
2069,2023-04-09,LATHE-02,Part-D,Afternoon,480,25,455,2.53,174,158,16,0.9479,0.9675,0.908,0.8327
2070,2023-04-09,LATHE-02,Part-B,Night,480,13,467,2.38,184,168,16,0.9729,0.9377,0.913,0.8329
2071,2023-04-09,PRESS-01,Part-C,Morning,480,92,388,2.23,168,155,13,0.8083,0.9656,0.9226,0.7201
2072,2023-04-09,PRESS-01,Part-B,Afternoon,480,104,376,1.98,147,135,12,0.7833,0.7741,0.9184,0.5569
2073,2023-04-09,PRESS-01,Part-D,Night,480,72,408,2.03,195,189,6,0.85,0.9702,0.9692,0.7993
2074,2023-04-09,WELD-01,Part-D,Morning,480,21,459,2.83,160,145,15,0.9563,0.9865,0.9062,0.8549
2075,2023-04-09,WELD-01,Part-C,Afternoon,480,37,443,2.41,178,175,3,0.9229,0.9684,0.9831,0.8786
2076,2023-04-09,WELD-01,Part-B,Night,480,50,430,1.54,221,202,19,0.8958,0.7915,0.914,0.648
2077,2023-04-09,WELD-02,Part-B,Morning,480,45,435,1.87,186,171,15,0.9062,0.7996,0.9194,0.6662
2078,2023-04-09,WELD-02,Part-C,Afternoon,480,99,381,1.97,145,138,7,0.7937,0.7497,0.9517,0.5663
2079,2023-04-09,WELD-02,Part-A,Night,480,27,453,2.2,195,190,5,0.9437,0.947,0.9744,0.8708
2080,2023-04-10,CNC-01,Part-C,Morning,480,49,431,1.93,179,161,18,0.8979,0.8016,0.8994,0.6473
2081,2023-04-10,CNC-01,Part-A,Afternoon,480,91,389,2.41,156,152,4,0.8104,0.9665,0.9744,0.7632
2082,2023-04-10,CNC-01,Part-C,Night,480,73,407,2.84,122,117,5,0.8479,0.8513,0.959,0.6922
2083,2023-04-10,CNC-02,Part-D,Morning,480,104,376,1.98,151,146,5,0.7833,0.7952,0.9669,0.6023
2084,2023-04-10,CNC-02,Part-B,Afternoon,480,5,475,2.99,135,120,15,0.9896,0.8498,0.8889,0.7475
2085,2023-04-10,CNC-02,Part-C,Night,480,76,404,1.99,171,161,10,0.8417,0.8423,0.9415,0.6675
2086,2023-04-10,LATHE-01,Part-D,Morning,480,2,478,2.47,186,183,3,0.9958,0.9611,0.9839,0.9417
2087,2023-04-10,LATHE-01,Part-A,Afternoon,480,36,444,1.7,259,228,31,0.925,0.9917,0.8803,0.8075
2088,2023-04-10,LATHE-01,Part-D,Night,480,43,437,2.47,135,120,15,0.9104,0.763,0.8889,0.6175
2089,2023-04-10,LATHE-02,Part-A,Morning,480,92,388,1.95,165,151,14,0.8083,0.8293,0.9152,0.6135
2090,2023-04-10,LATHE-02,Part-C,Afternoon,480,71,409,2.66,134,118,16,0.8521,0.8715,0.8806,0.6539
2091,2023-04-10,LATHE-02,Part-A,Night,480,89,391,2.98,114,108,6,0.8146,0.8688,0.9474,0.6705
2092,2023-04-10,PRESS-01,Part-A,Morning,480,107,373,2.06,163,143,20,0.7771,0.9002,0.8773,0.6137
2093,2023-04-10,PRESS-01,Part-D,Afternoon,480,105,375,1.52,191,174,17,0.7812,0.7742,0.911,0.551
2094,2023-04-10,PRESS-01,Part-C,Night,480,28,452,1.76,204,199,5,0.9417,0.7943,0.9755,0.7297
2095,2023-04-10,WELD-01,Part-A,Morning,480,104,376,2.85,131,128,3,0.7833,0.993,0.9771,0.76
2096,2023-04-10,WELD-01,Part-C,Afternoon,480,33,447,2.82,120,106,14,0.9313,0.757,0.8833,0.6227
2097,2023-04-10,WELD-01,Part-D,Night,480,9,471,1.9,228,220,8,0.9812,0.9197,0.9649,0.8707
2098,2023-04-10,WELD-02,Part-A,Morning,480,34,446,2.55,171,161,10,0.9292,0.9777,0.9415,0.8553
2099,2023-04-10,WELD-02,Part-D,Afternoon,480,16,464,1.98,184,173,11,0.9667,0.7852,0.9402,0.7137
